Search terms report
"April 26, 2026 - May 2, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Clicks,Currency code,Cost,Impr.,CTR,Avg. CPC,Conv. rate,Conversions,Cost / conv.
gut directed hypnotherapy near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""Therapy For IBS""",1,CAD,2.04,2,50.00%,2.04,0.00%,0.00,0.00
erp therapy,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
hope and me toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr christian therapy near me,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
prt therapy near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Chronic Pain Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
eaet therapy,Exact match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""emotional awareness and expression Therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
pain and wellness clinic,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr rapid eye movement therapy,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
somatic therapy near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""Trauma Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
best tea for ibs,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""IBS natural treatment""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
ibs d treatment,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""treatment for ibs""",0,CAD,0.00,4,0.00%,0,0.00%,0.00,0.00
can ibs be cured,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""Irritable Bowel Syndrome Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
eaet therapy,Exact match,None,ARC - Search - Services,Therapy - Chronic Pain,"""eaet therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
dr ho's pain therapy system pro,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
new light pain clinic north york,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
chronic pain clinic toronto,Exact match (close variant),None,ARC - Regional - Search,Therapy - Chronic Pain,"""Chronic Pain Counselling Toronto""",0,CAD,0.00,3,0.00%,0,0.00%,0.00,0.00
ibs clinic near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""Therapy For IBS""",0,CAD,0.00,4,0.00%,0,0.00%,0.00,0.00
ontario shores trauma program,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
trp natural relief,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""treatment for ibs""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
gut health nutritionist near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""Gut Health Counseling""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
inpatient trauma treatment ontario,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma support ontario""",1,CAD,5.94,1,100.00%,5.94,0.00%,0.00,0.00
emdr,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""EMDR Therapy for Trauma""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
tapping therapy emdr,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
chronic back pain solutions,Exact match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic back pain treatment""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain clinic don mills,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy scarborough,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",1,CAD,4.56,6,16.67%,4.56,0.00%,0.00,0.00
dry needling toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
emdr therapists psychology today,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
erp therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""eye movement therapy for trauma""",0,CAD,0.00,29,0.00%,0,0.00%,0.00,0.00
ontario pain clinics locations,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
dealing with trauma,Exact match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""Therapy For Trauma""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
chronic pain clinic near me,Exact match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy near me""",0,CAD,0.00,7,0.00%,0,0.00%,0.00,0.00
wasser pain clinic toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",2,CAD,11.18,1,200.00%,5.59,0.00%,0.00,0.00
best emdr therapist toronto,Exact match (close variant),None,ARC - Regional - Search,Therapy - DBR,"""EMDR Therapy Toronto""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
somatic experiencing therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma counselling toronto""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
inner child healing therapy near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""Emotional Trauma Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
interventional pain & spine specialists of canada 1262 don mills rd 62 north york on m3b 2w7,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",2,CAD,5.50,2,100.00%,2.75,0.00%,0.00,0.00
chronic pain clinic etobicoke,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
dbr therapists,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain clinic st michael's hospital,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
ontario therapy,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,4,0.00%,0,0.00%,0.00,0.00
depression clinic,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
yourfibrodoctor,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Chronic Pain help Online""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
deep brain reorienting therapy,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,4,0.00%,0,0.00%,0.00,0.00
wellness together canada,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,4,0.00%,0,0.00%,0.00,0.00
gut specialist toronto,Exact match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""gut health therapy in toronto""",0,CAD,0.00,5,0.00%,0,0.00%,0.00,0.00
sabrina tuzi,Phrase match (close variant),None,ARC - Regional - Search,Therapy - Trauma & PTSD,"""Trauma Therapist Toronto""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy ontario,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain reprocessing therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain counselling toronto""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain reprocessing theory,Exact match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain reprocessing Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
strides toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness Support Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
what can i do to relieve sciatica pain,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
cpm oshawa,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
can you do emdr online,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""eye movement therapy for trauma""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
ibs treatment,Exact match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""Irritable Bowel Syndrome Therapy""",1,CAD,1.29,2,50.00%,1.29,0.00%,0.00,0.00
attune therapy guelph,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
5 pillars therapy,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
neridronate for crps,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
arthritis back pain relief,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
sciatica specialist toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
child trauma psychologist,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
psychology today emdr therapist,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
axon pain clinic st catharines,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
dbt and emdr therapy,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
psychotherapy scarborough,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
ontario pain clinics,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
tanner murtagh,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Therapist""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
best emdr therapist toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
pain clinic don mills,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,4,0.00%,0,0.00%,0.00,0.00
best emdr therapist toronto,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
eye movement therapy for anxiety,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
intensive emdr therapy,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
chronic disease clinic,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""chronic illness support""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
trauma informed care,Exact match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma-informed therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
scrambler therapy canada,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
christian emdr therapy,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
fibromyalgia counselling,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""pain management counseling""",1,CAD,3.50,2,50.00%,3.50,0.00%,0.00,0.00
emdr therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""EMDR Psychotherapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
inpatient trauma treatment centers near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""Emotional Trauma Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain clinic etobicoke,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy for kids,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""EMDR Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain clinic mount sinai,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",1,CAD,1.11,1,100.00%,1.11,0.00%,0.00,0.00
sex trauma therapist,Phrase match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""Trauma Support Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
laser machine for pain relief,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
gut brain hypnotherapy,Exact match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""gut hypnotherapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
what is good for irritable bowel syndrome,Exact match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""Therapy for IBS""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain reprocessing therapy near me,Phrase match,None,ARC - Search - Services,Therapy - Chronic Pain,"""pain reprocessing therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
axon pain clinic st catharines,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Chronic Pain Treatment""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
jillian hosey,Phrase match (close variant),None,ARC - Regional - Search,Therapy - Trauma & PTSD,"""Trauma Therapy Toronto""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
ipssc toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy toronto,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",1,CAD,25.24,29,3.45%,25.24,0.00%,0.00,0.00
emdr therapy mississauga,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
top rated emdr therapy,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr trauma therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
therapy with eye movement,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""eye movement therapy for trauma""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
f r o m toronto pain relief,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
chronic pain specialist,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
deep brain reorienting toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr and trauma therapy centre""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
rtms treatment toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
trigger point injections near me,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,3,0.00%,0,0.00%,0.00,0.00
klaire labs ther biotic pro ibs relief capsules,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""ibs natural treatment""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""trauma eye movement""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""EMDR and Trauma Therapy centre""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
emdr therapy markham,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",2,CAD,10.04,3,66.67%,5.02,50.00%,1.00,10.04
chronic pain clinic brampton,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Chronic Pain Therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
gut brain hypnotherapy,Exact match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""gut-directed hypnotherapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy near ne,Exact match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""trauma emdr therapy near me""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
emdr therapy therapist,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""Rapid Eye Movement Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
your therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
progress place toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""chronic illness support""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy barrie,Phrase match,None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy in person,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
pain clinic brampton,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",0,CAD,0.00,5,0.00%,0,0.00%,0.00,0.00
therapy for ptsd and trauma,Exact match (close variant),None,ARC - Search - Services,Therapy - Trauma & PTSD,"""Trauma Focused Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
dietitian ibs specialist,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""treatment for ibs""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
healing roots therapy mississauga,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Illness,"""illness support therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
best pain clinic toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""Pain Management Therapy""",2,CAD,22.12,6,33.33%,11.06,0.00%,0.00,0.00
prt therapy scarborough,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""prt pain reprocessing therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
ibs treatment canada,Phrase match (close variant),None,ARC - Search - Services,Therapy - IBS & Gut Health,"""Irritable Bowel Syndrome Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
eye movement desensitization and reprocessing emdr therapy,Exact match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""Eye Movement Desensitization And Reprocessing""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""Rapid Eye Movement Therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
chronic pain syndrome treatment,Exact match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""best chronic pain treatment""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
precision care brampton,Phrase match (close variant),None,ARC - Search - Services,Therapy - Chronic Pain,"""chronic pain therapy""",0,CAD,0.00,1,0.00%,0,0.00%,0.00,0.00
emdr therapy toronto,Phrase match (close variant),None,ARC - Search - Services,Therapy - EMDR,"""emdr trauma therapy""",0,CAD,0.00,2,0.00%,0,0.00%,0.00,0.00
Total: Filtered search terms,,,,,,44,CAD,262.49,803,5.48%,5.97,2.27%,1.00,262.49
Total: Account,,,,,,124,CAD,680.90,"2,229",5.56%,5.49,2.42%,3.00,226.97
Total: Performance Max,,,,,,0,CAD,0.00,0, --,0,0.00%,0.00,0.00
Total: Search,,,,,,124,CAD,680.90,"2,229",5.56%,5.49,2.42%,3.00,226.97
Total: Smart,,,,,,0,CAD,0.00,0, --,0,0.00%,0.00,0.00
