Ad asset report
"December 8, 2025 - January 6, 2026"
Conversion action,Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Clicks,CTR,Avg. CPC,Conversions,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Campaign ID,Ad group ID,Item ID,Policy details,Ad group,Campaign,Phone calls,Phone impr.,PTR
ctm_call_adextension,Enabled,https://tpc.googlesyndication.com/simgad/15538050398611347419,Business logo,Campaign,Eligible,,Advertiser,"Nov 1, 2024, 4:33 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,180901411326,, --,Branded - Search,0,0,0
Clicks to call,Enabled,https://tpc.googlesyndication.com/simgad/15538050398611347419,Business logo,Campaign,Eligible,,Advertiser,"Nov 1, 2024, 4:33 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,180901411326,, --,Branded - Search,0,0,0
Local actions - Website visits,Paused,"Request An Estimate
https://wrightsimpactwindowanddoor.com/request-estimate/?_location=fk",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,7936535034,0,23811751663,, --,County: Florida Keys - Door,0,0,0
Wright's - GA4 (web) live_chat_form,Enabled,https://tpc.googlesyndication.com/simgad/15538050398611347419,Business logo,Account,Eligible,,Advertiser,"Nov 1, 2024, 4:30 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,180901411326,, --, --,0,0,0
Wright's - GA4 (web) request_an_estimate,Enabled,https://tpc.googlesyndication.com/simgad/15538050398611347419,Business logo,Account,Eligible,,Advertiser,"Nov 1, 2024, 4:30 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,180901411326,, --, --,0,0,0
Clicks to call,Enabled,https://tpc.googlesyndication.com/simgad/15538050398611347419,Business logo,Account,Eligible,,Advertiser,"Nov 1, 2024, 4:30 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,180901411326,, --, --,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/15538050398611347419,Business logo,Campaign,Eligible,,Advertiser,"Nov 1, 2024, 4:33 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,180901411326,, --,2TON - West Coast - Search - Doors,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/15538050398611347419,Business logo,Campaign,Eligible,,Advertiser,"Nov 1, 2024, 4:33 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,180901411326,, --,2TON - West Coast - Search - Doors,0,0,0
Wright's - GA4 (web) ctm_phone_call,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21183944156,0,23811751534,, --,2TON - Broward - Performance Max,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Impact Doors
Secure, Stylish Impact Doors
Custom Options Available
https://wrightsimpactwindowanddoor.com/doors/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22667208646,0,245452818169,, --,2TON - Video Conversion,0,0,0
CHEQ for PPC - Invalid Users,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,23811751534,, --,2TON - Palm Beach - Search - Window,0,0,0
Unbounce Form - Google Ads,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751639,Consumer Finance (Not restricted), --,County: Lee - Door,0,0,0
Wright's - GA4 (web) sc_click_to_call,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21814023562,0,23811751534,, --,2TON - West Coast - Performance Max,0,0,0
Local actions - Website visits,Enabled,https://tpc.googlesyndication.com/simgad/17346260253647930624,Image,Campaign,Eligible,,Advertiser,"Feb 11, 2025, 2:58 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,176495194940,, --,2TON - West Coast - Search - Window,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/15042473910962333463,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:42 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,176495194937,, --,2TON - Broward - Search - Windows,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,23811751534,, --,2TON - Broward - Search - Windows,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,83183708314,, --,County: Martin/Lucie - Door,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,83183708314,, --,County: Martin/Lucie - Door,0,0,0
Wright's - GA4 (web) ctm_phone_call,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,23811751534,, --,2TON - West Coast - Search - Doors,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/15042473910962333463,Image,Campaign,Eligible,,Advertiser,"Oct 14, 2024, 2:01 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,176495194937,, --,2TON - West Coast - Search - Doors,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Single-Hung Windows
https://wrightsimpactwindowanddoor.com/impact-windows/single-hung-windows/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071152,0,83243514501,, --,County: Martin/Lucie - Window,0,0,0
Clicks to call,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,23811751534,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21814023562,0,23811751534,, --,2TON - West Coast - Performance Max,0,0,0
Local actions - Website visits,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21814023562,0,23811751534,, --,2TON - West Coast - Performance Max,0,0,0
Calls From Ads,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,23811751534,, --,2TON - Palm Beach - Search - Door,0,0,0
Unbounce Form - Google Ads,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,23811751543,, --,County: Brevard - Window,0,0,0
Local actions - Directions,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,23811751393,, --,County: Martin/Lucie - Door,0,0,0
Local actions - Other engagements,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,23811751393,, --,County: Martin/Lucie - Door,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,23811751774,, --,County: Sarasota - Door,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Impact Patio Doors
https://wrightsimpactwindowanddoor.com/impact-doors/patio-doors/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,83239824063,, --,County: Lee - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,23811751543,, --,County: Brevard - Window,0,0,0
Local actions - Directions,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,23811751543,, --,County: Brevard - Window,0,0,0
Calls From Ads,Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23811751492,, --,County: Palm Beach & Hendry - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Casement Windows
https://wrightsimpactwindowanddoor.com/impact-windows/impact-windows-casement-windows/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,83202513797,, --,County: Broward - Window,0,0,0
MCFX - SQL,Paused,"Casement Windows
https://wrightsimpactwindowanddoor.com/impact-windows/impact-windows-casement-windows/?_location=bc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1585701519,0,83202513797,, --,County: Broward - Window,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/9612533727732041432,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682679308,0,15637140099,, --,County: Sarasota - Window,0,0,0
Wright's - GA4 (web) unbounce_submission,Enabled,https://tpc.googlesyndication.com/simgad/9612533727732041432,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682679308,0,15637140099,, --,County: Sarasota - Window,0,0,0
Unbounce Form - Google Ads,Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23811751492,, --,County: Palm Beach & Hendry - Door,0,0,0
Calls From Ads,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=tb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,11198382655,0,23811751513,, --,County: Greater Tampa Area - Windows,0,0,0
Unbounce Click to Call (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,23811751543,, --,County: Brevard - Window,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,23811751393,, --,County: Martin/Lucie - Door,0,0,0
CHEQ for PPC - Invalid Users,Paused,"Impact Windows
Built To Withstand Hurricanes
Save Energy And Block Noise
https://wrightsimpactwindowanddoor.com/windows/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22667208646,0,245452818166,, --,2TON - Video Conversion,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751510,, --,County: Collier - Window,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,Reduce Outside Noise,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,16067002927,0,23852556930,, --,County: Broward - Window Unbounce Landing Page vs Website - Broward Window - WFX,0,0,0
Calls From Ads,Paused,"About Wright's
https://wrightsimpactwindowanddoor.com/about-us/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21115164368,0,178089366207,, --,Miami - PMAX - WFX,0,0,0
ctm_call_adextension,Paused,"About Wright's
https://wrightsimpactwindowanddoor.com/about-us/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21115164368,0,178089366207,, --,Miami - PMAX - WFX,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Arch Windows
https://wrightsimpactwindowanddoor.com/impact-windows/arch-windows/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682679308,0,83244525672,, --,County: Sarasota - Window,0,0,0
Lead form - Submit,Paused,"Arch Windows
https://wrightsimpactwindowanddoor.com/impact-windows/arch-windows/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,83202417497,, --,County: Brevard - Window,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,Reduce Outside Noise,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556930,, --, --,0,0,0
Wright's - GA4 (web) request_estimate,Paused,Reduce Outside Noise,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556930,, --, --,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Single-Hung Windows
https://wrightsimpactwindowanddoor.com/impact-windows/single-hung-windows/?_location=fk",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,7941508238,0,83204152934,, --,County: Florida Keys - Window,0,0,0
Local actions - Directions,Paused,"Arch Windows
https://wrightsimpactwindowanddoor.com/impact-windows/arch-windows/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682679308,0,83244525672,, --,County: Sarasota - Window,0,0,0
Unbounce Form - Google Ads,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location=md",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,83240370726,, --,County: Miami-Dade - Door,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,83239298880,, --,County: Collier - Door,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Arch Windows
https://wrightsimpactwindowanddoor.com/impact-windows/arch-windows/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,83188955746,, --,County: Collier - Window,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Single-Hung Windows
https://wrightsimpactwindowanddoor.com/impact-windows/single-hung-windows/?_location=fk",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,7941508238,0,83204152934,, --,County: Florida Keys - Window,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Casement Windows
https://wrightsimpactwindowanddoor.com/impact-windows/impact-windows-casement-windows/?_location=fk",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,7941508238,0,83243103558,, --,County: Florida Keys - Window,0,0,0
ctm_call,Paused,Reduce Outside Noise,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556930,, --, --,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Single-Hung Windows
https://wrightsimpactwindowanddoor.com/impact-windows/single-hung-windows/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,83189700664,, --,County: Lee - Window,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Photo Gallery
Browse Our Photo Gallery of Impact
Windows and Doors Today!
https://wrightsimpactwindowanddoor.com/gallery/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682679308,0,23811751852,, --,County: Sarasota - Window,0,0,0
Unbounce Form - Google Ads,Enabled,Miami-Dade Co. Approved,Callout,Campaign,Eligible,,Advertiser,"Feb 16, 2022, 4:54 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23852556990,, --,Branded - Search,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"The Wright Way
Learn How Wright's Protects Your
Home During An Installation
https://wrightsimpactwindowanddoor.com/blog/installing-windows-doors-the-wrights-way/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751405,, --,County: Brevard - Door,0,0,0
Clicks to call,Paused,"Wright's Guarantees
100% Money Back Guarantee.
100% Lifetime Guarantee. See More.
https://wrightsimpactwindowanddoor.com/our-guarantee/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,23811751585,, --,County: Palm Beach & Hendry - Door,0,0,0
MCFX - Sale,Paused,No Down Pmt/No Credit Chk,Callout,Account,Paused,Paused,Advertiser,"Sep 23, 2025, 6:49 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556987,, --, --,0,0,0
