﻿Campaign	Labels	Campaign Type	Networks	Budget	Budget type	EU political ads	Standard conversion goals	Customer acquisition	Languages	Bid Strategy Type	Bid Strategy Name	Target CPA	Start Date	End Date	Ad Schedule	Ad rotation	Content exclusions	Targeting method	Exclusion method	Google Merchant Center feed	Merchant Identifier	Country of Sale	Feed label	Campaign Priority	Local Inventory Ads	Shopping ads on excluded brands	Inventory filter	Audience targeting	Flexible Reach	Text customization	Final URL expansion	Image enhancement	Image generation	Landing page images	Video enhancement	Brand guidelines	Brand business name	Brand font	Custom parameters	Asset Group	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Long headline 1	Long headline 2	Long headline 3	Long headline 4	Long headline 5	Description 1	Description 2	Description 3	Description 4	Description 5	Call to action	Business name	Video ID 1	Video ID 2	Video ID 3	Video ID 4	Video ID 5	Path 1	Path 2	Final URL	Final mobile URL	Audience signal	Age demographic	Gender demographic	Income demographic	Parental status demographic	Remarketing audience segments	Interest categories	Life events	Custom audience segments	Detailed demographics	Ad Group	ID	Location	Reach	Location groups	Radius	Unit	Bid Modifier	Account keyword type	Keyword	Criterion Type	Search theme	Incremental	Link Text	Description Line 1	Description Line 2	Upgraded extension	Source	Link source	Tracking template	Final URL suffix	Header	Snippet Values	Callout text	Campaign Status	Ad Group Status	Asset Group Status	Status	Approval Status	Ad strength	Comment
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Resume Writing Service Tampa						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											C-Suite Resume Writing Orlando						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Professional Resume Help Jacksonville						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"	Florida - Career Services	Resume Writing Fort Lauderdale	Career Coaching Miami Florida	Executive Resume Service Tampa	Professional Resume Help	Career Development Jacksonvill	Resume Services West Palm	Executive Career Help Fort	Professional Coaching Miami	Resume Writing Services	Career Advancement Tampa	Executive Resume Orlando	Professional Career	Resume Help West Palm Beach	Career Services Fort	Executive Coaching Miami	Resume Writing Fort Lauderdale Career Coaching Executive Services	Professional Resume Help Miami Florida Career Development Services	Executive Career Coaching Tampa Resume Writing Professional Help	Career Advancement Orlando Resume Services Executive Career Help	Professional Career Development Jacksonville Resume Writing Services	Resume writing Fort Lauderdale career coaching executive services Florida	Professional resume help Miami career development executive coaching	Resume services Tampa career advancement professional help Florida	Executive career coaching Orlando resume writing professional services	Career development Jacksonville executive resume help professional coaching																																														Enabled		Enabled		Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Fort Lauderdale Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Miami Career Coaching	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Tampa Executive Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Orlando Professional Help	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Jacksonville Career Services	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						West Palm Beach Resume	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Florida Career Development	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																																	callout						Executive Career Help	Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Resume Writing Fort Lauderdale						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Career Coaching Miami Florida						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Executive Resume Service Tampa						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Professional Resume Help Orlando						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Career Development Jacksonville						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Resume Services West Palm Beach						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Executive Career Help Fort Lauderdale						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Professional Coaching Miami						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Resume Writing Services Florida						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																											Career Advancement Tampa						search_theme							Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																		Fort Lauderdale, FL, USA			25	miles																		Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																		Miami, FL, USA			25	miles																		Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																		West Palm Beach, FL, USA			25	miles																		Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																		Tampa, FL, USA			25	miles																		Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																		Orlando, FL, USA			25	miles																		Enabled			Enabled	Approved	Excellent	
MyExpertResume Florida Executive		Performance Max	Google search;Search Partners	59.99	Daily	Doesn't have EU political ads	Account-level	Bid equally	en	Maximize conversions			2025-12-09		(Monday[05:00-22:00]);(Tuesday[05:00-22:00]);(Wednesday[05:00-22:00]);(Thursday[05:00-22:00]);(Friday[05:00-22:00]);(Saturday[05:00-22:00]);(Sunday[05:00-22:00])	Optimize for clicks		Location of presence or Area of interest	Location of presence					Low	Enabled	Disabled				Enabled	Enabled	Enabled	Disabled	Enabled	Enabled	Disabled			"{""_campaignname"":""MyExpertResume+Florida+Executive""}"																																																		Jacksonville, FL, USA			25	miles																		Enabled			Enabled	Approved	Excellent	
